,0
607,tensor([[-0.1901]])
608,tensor([[-0.1901]])
609,tensor([[-0.1901]])
610,tensor([[-0.1901]])
611,tensor([[-0.1901]])
612,tensor([[-0.1901]])
613,tensor([[-0.1901]])
614,tensor([[-0.1901]])
615,tensor([[-0.1901]])
616,tensor([[-0.1901]])
617,tensor([[-0.1901]])
618,tensor([[-0.1901]])
619,tensor([[-0.1901]])
620,tensor([[-0.1901]])
621,tensor([[-0.1901]])
622,tensor([[-0.1901]])
623,tensor([[-0.1901]])
624,tensor([[-0.1901]])
625,tensor([[-0.1901]])
626,tensor([[-0.1901]])
627,tensor([[-0.1901]])
628,tensor([[-0.1901]])
629,tensor([[-0.1901]])
630,tensor([[-0.1901]])
631,tensor([[-0.1901]])
632,tensor([[-0.1901]])
633,tensor([[-0.1901]])
634,tensor([[-0.1901]])
635,tensor([[-0.1901]])
636,tensor([[-0.1901]])
637,tensor([[-0.1901]])
638,tensor([[-0.1901]])
639,tensor([[-0.1901]])
640,tensor([[-0.1901]])
641,tensor([[-0.1901]])
642,tensor([[-0.1901]])
643,tensor([[-0.1901]])
644,tensor([[-0.1901]])
645,tensor([[-0.1901]])
646,tensor([[-0.1901]])
647,tensor([[-0.1901]])
648,tensor([[-0.1901]])
649,tensor([[-0.1901]])
650,tensor([[-0.1901]])
651,tensor([[-0.1901]])
652,tensor([[-0.1901]])
653,tensor([[-0.1901]])
654,tensor([[-0.1901]])
655,tensor([[-0.1901]])
656,tensor([[-0.1901]])
657,tensor([[-0.1901]])
658,tensor([[-0.1901]])
659,tensor([[-0.1901]])
660,tensor([[-0.1901]])
661,tensor([[-0.1901]])
662,tensor([[-0.1901]])
663,tensor([[-0.1901]])
664,tensor([[-0.1901]])
665,tensor([[-0.1901]])
666,tensor([[-0.1901]])
667,tensor([[-0.1901]])
668,tensor([[-0.1901]])
669,tensor([[-0.1901]])
670,tensor([[-0.1901]])
671,tensor([[-0.1901]])
672,tensor([[-0.1901]])
673,tensor([[-0.1901]])
674,tensor([[-0.1901]])
675,tensor([[-0.1901]])
676,tensor([[-0.1901]])
677,tensor([[-0.1901]])
678,tensor([[-0.1901]])
679,tensor([[-0.1901]])
680,tensor([[-0.1901]])
681,tensor([[-0.1901]])
682,tensor([[-0.1901]])
683,tensor([[-0.1901]])
684,tensor([[-0.1901]])
685,tensor([[-0.1901]])
686,tensor([[-0.1901]])
687,tensor([[-0.1901]])
688,tensor([[-0.1901]])
689,tensor([[-0.1901]])
690,tensor([[-0.1901]])
691,tensor([[-0.1901]])
692,tensor([[-0.1901]])
693,tensor([[-0.1901]])
694,tensor([[-0.1901]])
695,tensor([[-0.1901]])
696,tensor([[-0.1901]])
697,tensor([[-0.1901]])
698,tensor([[-0.1901]])
699,tensor([[-0.1901]])
700,tensor([[-0.1901]])
701,tensor([[-0.1901]])
702,tensor([[-0.1901]])
703,tensor([[-0.1901]])
704,tensor([[-0.1901]])
705,tensor([[-0.1901]])
706,tensor([[-0.1901]])
707,tensor([[-0.1901]])
708,tensor([[-0.1901]])
709,tensor([[-0.1901]])
710,tensor([[-0.1901]])
711,tensor([[-0.1901]])
712,tensor([[-0.1901]])
713,tensor([[-0.1901]])
714,tensor([[-0.1901]])
715,tensor([[-0.1901]])
716,tensor([[-0.1901]])
717,tensor([[-0.1901]])
718,tensor([[-0.1901]])
719,tensor([[-0.1901]])
720,tensor([[-0.1901]])
721,tensor([[-0.1901]])
722,tensor([[-0.1901]])
723,tensor([[-0.1901]])
724,tensor([[-0.1901]])
725,tensor([[-0.1901]])
726,tensor([[-0.1901]])
727,tensor([[-0.1901]])
728,tensor([[-0.1901]])
729,tensor([[-0.1901]])
730,tensor([[-0.1901]])
731,tensor([[-0.1901]])
732,tensor([[-0.1901]])
733,tensor([[-0.1901]])
734,tensor([[-0.1901]])
735,tensor([[-0.1901]])
736,tensor([[-0.1901]])
737,tensor([[-0.1901]])
738,tensor([[-0.1901]])
739,tensor([[-0.1901]])
740,tensor([[-0.1901]])
741,tensor([[-0.1901]])
742,tensor([[-0.1901]])
743,tensor([[-0.1901]])
744,tensor([[-0.1901]])
745,tensor([[-0.1901]])
746,tensor([[-0.1901]])
747,tensor([[-0.1901]])
748,tensor([[-0.1901]])
749,tensor([[-0.1901]])
750,tensor([[-0.1901]])
751,tensor([[-0.1901]])
752,tensor([[-0.1901]])
753,tensor([[-0.1901]])
754,tensor([[-0.1901]])
755,tensor([[-0.1901]])
756,tensor([[-0.1901]])
757,tensor([[-0.1901]])
758,tensor([[-0.1901]])
759,tensor([[-0.1901]])
760,tensor([[-0.1901]])
761,tensor([[-0.1901]])
762,tensor([[-0.1901]])
763,tensor([[-0.1901]])
764,tensor([[-0.1901]])
765,tensor([[-0.1901]])
766,tensor([[-0.1901]])
767,tensor([[-0.1901]])
768,tensor([[-0.1901]])
769,tensor([[-0.1901]])
770,tensor([[-0.1901]])
771,tensor([[-0.1901]])
772,tensor([[-0.1901]])
773,tensor([[-0.1901]])
774,tensor([[-0.1901]])
775,tensor([[-0.1901]])
776,tensor([[-0.1901]])
777,tensor([[-0.1901]])
778,tensor([[-0.1901]])
779,tensor([[-0.1901]])
780,tensor([[-0.1901]])
781,tensor([[-0.1901]])
782,tensor([[-0.1901]])
783,tensor([[-0.1901]])
784,tensor([[-0.1901]])
785,tensor([[-0.1901]])
786,tensor([[-0.1901]])
787,tensor([[-0.1901]])
788,tensor([[-0.1901]])
789,tensor([[-0.1901]])
